19415,ADI SVDK EXPRESS,AHMEDABAD JUNCTION,SHMATA V D KTRA
19944,ADI UDZ EXPRESS,AHMEDABAD MG,UDAIPUR CITY
19407,ADI VARANASI EXPRESS,AHMEDABAD JUNCTION,VARANASI JUNCTION
16501,ADI YPR EXPRESS,AHMEDABAD JUNCTION,YESVANTPUR JUNCTION
12547,AF ADI SUPERFAST EXPRESS,AGRA FORT,AHMEDABAD JUNCTION
12195,AF AII INTERCITY,AGRA FORT,AJMER JUNCTION
9612,AF AII SPECIAL,AGRA FORT,AJMER JUNCTION
12036,AF JP SHATABDI,AGRA FORT,JAIPUR
15055,AF RMR EXPRESS,AGRA FORT,RAMNAGAR
12954,AG KRANTI RAJDHANI,H NIZAMUDDIN,MUMBAI CENTRAL
13168,AGC KOAA EXPRESS,AGRA CANTT,KOLKATA
12320,AGC KOAA EXPRESS,AGRA CANTT,KOLKATA
1436,AGC PUNE SPECIAL,AGRA CANTT,PUNE JUNCTION
12341,AGNIBINA EXPRESS,HOWRAH JUNCTION,ASANSOL JUNCTION
12342,AGNIBINA EXPRESS,ASANSOL JUNCTION,HOWRAH JUNCTION
12548,AGRA SUPER FAST,AHMEDABAD JUNCTION,AGRA FORT
52575,AGTL DMR PASSENGER,AGARTALA,DHARMANAGAR
22646,AHILYANAGARI EXPRESS,TRIVANDRUM CNTL,INDORE JUNCTION BG
22645,AHILYANAGARI EXPRESS,INDORE JUNCTION BG,TRIVANDRUM CNTL
11095,AHIMSA EXPRESS,AHMEDABAD JUNCTION,PUNE JUNCTION
11096,AHIMSA EXPRESS,PUNE JUNCTION,AHMEDABAD JUNCTION
16502,AHMADABAD EXPRESS,YESVANTPUR JUNCTION,AHMEDABAD JUNCTION
59439,AHMADABAD PASSENGER,MUMBAI CENTRAL,AHMEDABAD JUNCTION
59440,AHMADABAD PASSENGER,AHMEDABAD JUNCTION,BORIVALI
11050,AHMEDABAD EXPRESS,C SHAHUMHARAJ T,AHMEDABAD JUNCTION
9419,AHMEDABAD EXPRESS,MANGALORE JUNCTION,AHMEDABAD JUNCTION
59442,AHMEDABAD PASSENGER,AHMEDABAD JUNCTION,MUMBAI CENTRAL
59441,AHMEDABAD PASSENGER,MUMBAI CENTRAL,NANDURBAR
9649,AII ADI SPECIAL,AJMER JUNCTION,AHMEDABAD JUNCTION
12196,AII AF INTERCITY,AJMER JUNCTION,AGRA FORT
5712,AII APDJ SPECIAL,AJMER JUNCTION,ALIPUR DUAR JUNCTION
22996,AII BDTS SUPERFAST EXPRESS,AJMER JUNCTION,BANDRA TERMINUS
9611,AII BDTS SPECIAL,AJMER JUNCTION,BANDRA TERMINUS
9619,AII BDTS URS SPECIAL,AJMER JUNCTION,BANDRA TERMINUS
9601,AII BEAS SPECIAL,AJMER JUNCTION,BEAS
9602,AII BEAS SPECIAL,AJMER JUNCTION,UDAIPUR CITY
13424,AII BGP EXPRESS,AJMER JUNCTION,BHAGALPUR
5286,AII BJU SPECIAL,AJMER JUNCTION,BARAUNI JUNCTION
12983,AII CDG G RATH,AJMER JUNCTION,CHANDIGARH
5104,AII CPR SPECIAL,AJMER JUNCTION,CHHAPRA
12990,AII DDR EXPRESS,AJMER JUNCTION,DADAR
4042,AII DLI SUPERFAST SPECIAL,AJMER JUNCTION,DELHI
18208,AII DURG EXPRESS,AJMER JUNCTION,DURG
19609,AII HW EXPRESS,AJMER JUNCTION,HARIDWAR JUNCTION
9640,AII HW SPECIAL,AJMER JUNCTION,HARIDWAR JUNCTION
3002,AII HWH SPECIAL,AJMER JUNCTION,HOWRAH JUNCTION
17019,AII HYB EXPRESS,AJMER JUNCTION,HYDERABAD DECAN
12719,AII HYB SUPERFAST EXPRESS,AJMER JUNCTION,HYDERABAD DECAN
7126,AII HYB SPECIAL,AJMER JUNCTION,HYDERABAD DECAN
9312,AII INDB SPECIAL,AJMER JUNCTION,INDORE JUNCTION BG
12066,AII JAN SHATABD,H NIZAMUDDIN,AJMER JUNCTION
12413,AII JAT EXPRESS,AJMER JUNCTION,JAMMU TAWI
9720,AII JP EXPRESS,AJMER JUNCTION,JAIPUR
9621,AII JP INTERCITY,AJMER JUNCTION,JAIPUR
9625,AII JP SUPERFAST SPECIAL,AJMER JUNCTION,JAIPUR
54802,AII JU FAST PASSENGER,AJMER JUNCTION,JODHPUR JUNCTION
9615,AII JU SPECIAL,AJMER JUNCTION,JODHPUR JUNCTION
7130,AII KCG SPECIAL,AJMER JUNCTION,KACHEGUDA
3138,AII KOAA SPECIAL,AJMER JUNCTION,HOWRAH JUNCTION
19608,AII KOAA EXPRESS,AJMER JUNCTION,KOLKATA
16209,AII MYS EXPRESS,AJMER JUNCTION,MYSORE JUNCTION
22211,AII NZM DURONTO,AJMER JUNCTION,H NIZAMUDDIN
18422,AII PURI EXPRESS,AJMER JUNCTION,PURI
19654,AII RTM EXPRESS,AJMER JUNCTION,RATLAM JUNCTION
12988,AII SDAH EXPRESS,AJMER JUNCTION,SEALDAH
9609,AII ST SPECIAL,AJMER JUNCTION,SURAT
19607,AII WKLY EXPRESS,KOLKATA,AJMER JUNCTION
17063,AJANTA EXPRESS,MANMAD JUNCTION,SECUNDERABAD JUNCTION
17064,AJANTA EXPRESS,SECUNDERABAD JUNCTION,MANMAD JUNCTION
19611,AJMER ASR EXPRESS,AJMER JUNCTION,AMRITSAR JUNCTION
19613,AJMER ASR EXPRESS,AJMER JUNCTION,AMRITSAR JUNCTION
16210,AJMER EXPRESS,MYSORE JUNCTION,AJMER JUNCTION
12989,AJMER EXPRESS,DADAR,AJMER JUNCTION
19411,AJMER INTERCITY,AHMEDABAD JUNCTION,AJMER JUNCTION
12015,AJMER SHATABDI,NEW DELHI,AJMER JUNCTION
12016,AJMER SHATABDI,AJMER JUNCTION,NEW DELHI
9650,AJMER SPECIAL,AHMEDABAD JUNCTION,AJMER JUNCTION
12120,AJNI AMI EXPRESS,NAGPUR,AMRAVATI
11202,AJNI LTT EXPRESS,AJNI,LOKMANYATILAK T
17640,AK KCG EXPRESS,AKOLA JUNCTION,KACHEGUDA
52994,AK MHOW F PASSENGER,AKOLA JUNCTION,MHOW
7507,AK QLN SPECIAL,AKOLA JUNCTION,KOLLAM JUNCTION
12318,AKAL TAKHAT EXPRESS,AMRITSAR JUNCTION,SEALDAH
12317,AKAL TAKHT EXPRESS,SEALDAH,AMRITSAR JUNCTION
14311,ALA HAZRAT EXPRESS,BAREILLY,BHUJ
14312,ALA HAZRAT EXPRESS,BHUJ,BAREILLY
7092,ALD HYB SPECIAL,ALLAHABAD JUNCTION,HYDERABAD DECAN
9430,ALD ADI SPECIAL,ALLAHABAD JUNCTION,AHMEDABAD JUNCTION
9428,ALD ADI SPECIAL,ALLAHABAD JUNCTION,AHMEDABAD JUNCTION
4421,ALD ANVT SUPERFAST SPECIAL,ALLAHABAD JUNCTION,ANAND VIHAR TRM
4117,ALD ANVT SPECIAL,ALLAHABAD JUNCTION,ANAND VIHAR TRM
7240,ALD CCT SPECIAL,ALLAHABAD JUNCTION,KAKINADA TOWN
4001,ALD DLI SUPERFAST SPECIAL,ALLAHABAD JUNCTION,DELHI
12276,ALD DURONTO EXPRESS,NEW DELHI,ALLAHABAD JUNCTION
12293,ALD DURONTO EXPRESS,LOKMANYATILAK T,ALLAHABAD JUNCTION
14115,ALD HW EXPRESS,ALLAHABAD JUNCTION,HARIDWAR JUNCTION
4120,ALD HWH SPECIAL,ALLAHABAD JUNCTION,HOWRAH JUNCTION
9314,ALD INDB SPECIAL,ALLAHABAD JUNCTION,INDORE JUNCTION BG
4121,ALD JAT AC SPECIAL,ALLAHABAD JUNCTION,JAMMU TAWI
12403,ALD JP EXPRESS,ALLAHABAD JUNCTION,JAIPUR
12294,ALD LTT DURONTO,ALLAHABAD JUNCTION,LOKMANYATILAK T
4115,ALD LTT SPECIAL,ALLAHABAD JUNCTION,LOKMANYATILAK T
4111,ALD NDLS SUPERFAST SPECIAL,ALLAHABAD JUNCTION,NEW DELHI
7514,ALD NED SPECIAL,ALLAHABAD JUNCTION,NANDED
7512,ALD NED SPECIAL,ALLAHABAD JUNCTION,NANDED
4124,ALD R SPECIAL,ALLAHABAD JUNCTION,RAIPUR JUNCTION
9016,ALD ST SPECIAL,ALLAHABAD JUNCTION,SURAT
8576,ALD VSKP SPECIAL,ALLAHABAD JUNCTION,VISHAKAPATNAM
9313,ALLAHABAD SPECIAL,INDORE JUNCTION BG,ALLAHABAD JUNCTION
9429,ALLAHABAD SPECIAL,AHMEDABAD JUNCTION,ALLAHABAD JUNCTION
16308,ALLEPPEY EXPRESS,KANNUR,ALLEPPEY
22639,ALLEPPEY EXPRESS,CHENNAI CENTRAL,ALLEPPEY
12587,AMAR NATH EXPRESS,GORAKHPUR JUNCTION,JAMMU TAWI
18047,AMARAVATHI EXPRESS,HOWRAH JUNCTION,VASCO DA GAMA
17225,AMARAVATHI EXPRESS,VIJAYAWADA JUNCTION,HUBLI JUNCTION
17226,AMARAVATI EXPRESS,HUBLI JUNCTION,KACHEGUDA
12853,AMARKANTAK EXPRESS,DURG,BHOPAL JUNCTION
12854,AMARKANTAK EXPRESS,BHOPAL JUNCTION,DURG
15097,AMARNATH EXPRESS,BHAGALPUR,JAMMU TAWI
15098,AMARNATH EXPRESS,JAMMU TAWI,BHAGALPUR
15653,AMARNATH EXPRESS,GUWAHATI,JAMMU TAWI
11265,AMBIKAPUR EXPRESS,JABALPUR,AMBIKAPUR
13138,AMH KOAA EXPRESS,AZAMGARH,KOLKATA
11054,AMH LTT EXPRESS,AZAMGARH,LOKMANYATILAK T
12119,AMI AJNI EXPRESS,AMRAVATI,AJNI
12159,AMI JBP SUPERFAST EXPRESS,AMRAVATI,JABALPUR
11406,AMI PUNE EXPRESS,AMRAVATI,PUNE JUNCTION
12766,AMI TPTY SUPERFAST EXPRESS,AMRAVATI,TIRUPATI
9050,AMI UDN PASSENGER SPECIAL,AMRAVATI,UDHNA JUNCTION
12112,AMRAVATI CSTM E,AMRAVATI,MUMBAI CST
16343,AMRITHA EXPRESS,TRIVANDRUM CNTL,PALGHAT TOWN
16344,AMRITHA EXPRESS,PALGHAT TOWN,TRIVANDRUM CNTL
12483,AMRITSAR EXPRESS,KOCHUVELI,AMRITSAR JUNCTION
13049,AMRITSAR EXPRESS,HOWRAH JUNCTION,AMRITSAR JUNCTION
11057,AMRITSAR EXPRESS,LOKMANYATILAK T,DHULE
13005,AMRITSAR MAIL,HOWRAH JUNCTION,AMRITSAR JUNCTION
12013,AMRITSAR SHATABDI,NEW DELHI,AMRITSAR JUNCTION
12014,AMRITSAR SHATABDI,AMRITSAR JUNCTION,NEW DELHI
12032,AMRITSAR SHATABDI,AMRITSAR JUNCTION,NEW DELHI
12031,AMRITSAR SHATABDI,NEW DELHI,AMRITSAR JUNCTION
22128,ANANDWAN EXPRESS,KAZIPET JUNCTION,LOKMANYATILAK T
22127,ANANDWAN EXPRESS,LOKMANYATILAK T,KAZIPET JUNCTION
16723,ANANTAPURI EXPRESS,CHENNAI EGMORE,TRIVANDRUM CNTL
16724,ANANTAPURI EXPRESS,TRIVANDRUM CNTL,CHENNAI EGMORE
12316,ANANYA EXPRESS,UDAIPUR CITY,SEALDAH
16031,ANDAMAN EXPRESS,CHENNAI CENTRAL,JAMMU TAWI
16032,ANDAMAN EXPRESS,JAMMU TAWI,CHENNAI CENTRAL
12253,ANGA EXPRESS,YESVANTPUR JUNCTION,BHAGALPUR
12254,ANGA EXPRESS,BHAGALPUR,YESVANTPUR JUNCTION
12315,ANNANYA EXPRESS,SEALDAH,UDAIPUR CITY
4422,ANVT ALD SUPERFAST SPECIAL,ANAND VIHAR TRM,ALLAHABAD JUNCTION
4118,ANVT ALD SPECIAL,ANAND VIHAR TRM,ALLAHABAD JUNCTION
3518,ANVT ASN SPECIAL,ANAND VIHAR TRM,ASANSOL JUNCTION
22406,ANVT BGP G RATH,ANAND VIHAR TRM,BHAGALPUR
14152,ANVT CNB EXPRESS,ANAND VIHAR TRM,KANPUR CENTRAL
5214,ANVT DBG SPECIAL,ANAND VIHAR TRM,DARBHANGA JUNCTION
4053,ANVT DDN AC SPECIAL,DELHI,DEHRADUN
12211,ANVT GARIB RATH,MUZAFFARPUR JUNCTION,ANAND VIHAR TRM
22409,ANVT GARIB RATH,GAYA JUNCTION,ANAND VIHAR TRM
5028,ANVT GKP SPECIAL,ANAND VIHAR TRM,GORAKHPUR JUNCTION
5038,ANVT GKP SPECIAL,ANAND VIHAR TRM,GORAKHPUR JUNCTION
15058,ANVT GKP EXPRESS,ANAND VIHAR TRM,GORAKHPUR JUNCTION
5052,ANVT GKP SPECIAL,ANAND VIHAR TRM,GORAKHPUR JUNCTION
5040,ANVT GKP SPECIAL,ANAND VIHAR TRM,GORAKHPUR JUNCTION
5036,ANVT GKP SPECIAL,ANAND VIHAR TRM,GORAKHPUR JUNCTION
5058,ANVT GKP SPECIAL,ANAND VIHAR TRM,GORAKHPUR JUNCTION
5050,ANVT GKP SPECIAL,DELHI,GORAKHPUR JUNCTION
12444,ANVT HLZ S F EXPRESS,ANAND VIHAR TRM,HALDIA
12040,ANVT KGM SHATABDI,ANAND VIHAR TRM,KATHGODAM
13132,ANVT KOAA EXPRESS,ANAND VIHAR TRM,KOLKATA
3126,ANVT KOAA SUPERFAST SPECIAL,ANAND VIHAR TRM,KOLKATA
15622,ANVT KYQ EXPRESS,ANAND VIHAR TRM,KAMAKHYA
15026,ANVT MAU EXPRESS,ANAND VIHAR TRM,MAU JUNCTION
13430,ANVT MLDT EXPRESS,ANAND VIHAR TRM,MALDA TOWN
2394,ANVT PNBE SPECIAL,ANAND VIHAR TRM,PATNA JUNCTION
2365,ANVT PREMIUM,PATNA JUNCTION,ANAND VIHAR TRM
2527,ANVT PREMIUM SPECIAL,GORAKHPUR JUNCTION,ANAND VIHAR TRM
22488,ANVT RDP LINK,ANAND VIHAR TRM,RADHIKAPUR
12428,ANVT REWA EXPRESS,ANAND VIHAR TRM,REWA
3190,ANVT SDAH SUPERFAST SPECIAL,ANAND VIHAR TRM,SEALDAH
22858,ANVT SRC SUPERFAST EXPRESS,ANAND VIHAR TRM,SANTRAGACHI JUNCTION
4051,ANVT UHP SPECIAL,ANAND VIHAR TRM,UDHAMPUR
4403,ANVT UHP SPECIAL,ANAND VIHAR TRM,UDHAMPUR
12708,AP SAMPARK KRANTI,H NIZAMUDDIN,TIRUPATI
5711,APDJ AII SPECIAL,ALIPUR DUAR JUNCTION,AJMER JUNCTION
5817,APDJ DBB SPECIAL,ALIPUR DUAR JUNCTION,DHUBRI
12885,ARANYAK EXPRESS,SHALIMAR,BHOJUDIH JUNCTION
12886,ARANYAK EXPRESS,BHOJUDIH JUNCTION,SHALIMAR
19707,ARAVALI EXPRESS,BANDRA TERMINUS,JAIPUR
19708,ARAVALI EXPRESS,JAIPUR,BANDRA TERMINUS
12356,ARCHANA EXPRESS,JAMMU TAWI,RJNDR NGR BIHAR
12355,ARCHNA EXPRESS,RJNDR NGR BIHAR,JAMMU TAWI
15813,ARUNACHAL EXPRESS,RANGIYA JUNCTION,MURKEONGSELEK
15814,ARUNACHAL EXPRESS,DHEMAJI,RANGIYA JUNCTION
3560,ASANSOL SPECIAL,PATNA JUNCTION,ASANSOL JUNCTION
12915,ASHRAM EXPRESS,AHMEDABAD JUNCTION,DELHI
12916,ASHRAM EXPRESS,DELHI,AHMEDABAD JUNCTION
3513,ASN JYG SPECIAL,ASANSOL JUNCTION,JAYNAGAR
3517,ASN ANVT SPECIAL,ASANSOL JUNCTION,ANAND VIHAR TRM
12361,ASN CSTM EXPRESS,ASANSOL JUNCTION,MUMBAI CST
13509,ASN GD EXPRESS,ASANSOL JUNCTION,GONDA JUNCTION
13507,ASN GKP EXPRESS,ASANSOL JUNCTION,GORAKHPUR JUNCTION
12376,ASN MAS EXPRESS,ASANSOL JUNCTION,CHENNAI CENTRAL
3555,ASN MFP SPECIAL,ASANSOL JUNCTION,MUZAFFARPUR JUNCTION
3503,ASN PNBE SPECIAL,ASANSOL JUNCTION,PATNA JUNCTION
3511,ASN PNBE SPECIAL,ASANSOL JUNCTION,PATNA JUNCTION
3557,ASN PNBE SPECIAL,ASANSOL JUNCTION,PATNA JUNCTION
3516,ASN PURI SPECIAL,ASANSOL JUNCTION,PURI
19614,ASR AII EXPRESS,AMRITSAR JUNCTION,AJMER JUNCTION
19612,ASR AJMER EXPRESS,AMRITSAR JUNCTION,AJMER JUNCTION
12242,ASR CDG SUPERFAST,AMRITSAR JUNCTION,CHANDIGARH
14154,ASR CNB EXPRESS,AMRITSAR JUNCTION,KANPUR CENTRAL
15934,ASR DBRG EXPRESS,AMRITSAR JUNCTION,DIBRUGARH
14632,ASR DDN EXPRESS,AMRITSAR JUNCTION,DEHRADUN
54602,ASR HSR PASSENGER,AMRITSAR JUNCTION,SADULPUR JUNCTION
12054,ASR HW JNSHTBDI,AMRITSAR JUNCTION,HARIDWAR JUNCTION
13050,ASR HWH EXPRESS,AMRITSAR JUNCTION,HOWRAH JUNCTION
13006,ASR HWH MAIL,AMRITSAR JUNCTION,HOWRAH JUNCTION
19326,ASR INDB EXPRESS,AMRITSAR JUNCTION,INDORE JUNCTION BG
19772,ASR JAIPUR EXPRESS,AMRITSAR JUNCTION,AJMER JUNCTION
12484,ASR KCVL EXPRESS,AMRITSAR JUNCTION,KOCHUVELI
15708,ASR KIR EXPRESS,AMRITSAR JUNCTION,KATIHAR JUNCTION
12358,ASR KOAA SUPERFAST EXPRESS,AMRITSAR JUNCTION,KOLKATA
14616,ASR LKU EXPRESS,AMRITSAR JUNCTION,LAL KUAN
11058,ASR LTT EXPRESS,AMRITSAR JUNCTION,LOKMANYATILAK T
12460,ASR NDLS EXPRESS,AMRITSAR JUNCTION,NEW DELHI
12716,ASR NED EXPRESS,AMRITSAR JUNCTION,NANDED
12422,ASR NED SUPERFAST EXPRESS,AMRITSAR JUNCTION,NANDED
14002,ATTARI DLI EXPRESS,ATARI,DELHI
12953,AUG KR RAJ EXPRESS,MUMBAI CENTRAL,H NIZAMUDDIN
57549,AURANGABAD PSGR,HYDERABAD DECAN,AURANGABAD
15910,AVADH ASSAM EXPRESS,LALGARH JUNCTION,NEW TINSUKIA JUNCTION
19037,AVADH EXPRESS,BANDRA TERMINUS,GORAKHPUR JUNCTION
19038,AVADH EXPRESS,GORAKHPUR JUNCTION,BANDRA TERMINUS
19040,AVADH EXPRESS,MUZAFFARPUR JUNCTION,BANDRA TERMINUS
19039,AVADH EXPRESS,BANDRA TERMINUS,MUZAFFARPUR JUNCTION
12961,AVANTIKA EXPRESS,MUMBAI CENTRAL,INDORE JUNCTION BG
12962,AVANTIKA EXPRESS,INDORE JUNCTION BG,MUMBAI CENTRAL
17619,AWB NED EXPRESS,AURANGABAD,NANDED
7505,AWB QLN SPECIAL,AURANGABAD,KOLLAM JUNCTION
17621,AWB RU EXPRESS,AURANGABAD,RENIGUNTA JUNCTION
7503,AWB TPTY SPECIAL,AURANGABAD,TIRUPATI
7405,AWB TPTY SPECIAL,AURANGABAD,TIRUPATI
14808,AWR JP EXPRESS,ALWAR,JAIPUR
4805,AWR KRH SPECIAL,ALWAR,KHAIRTHAL
12129,AZAD HIND EXPRESS,PUNE JUNCTION,HOWRAH JUNCTION
12130,AZAD HIND EXPRESS,HOWRAH JUNCTION,PUNE JUNCTION
12948,AZIMABAD EXPRESS,PATNA JUNCTION,AHMEDABAD JUNCTION
12947,AZIMABAD EXPRESS,AHMEDABAD JUNCTION,PATNA JUNCTION
15665,B G EXPRESS,KAMAKHYA,DIMAPUR
15666,B G EXPRESS,DIMAPUR,KAMAKHYA
18449,B NATH DHAM EXPRESS,PURI,PATNA JUNCTION
18450,B NATH DHAM EXPRESS,PATNA JUNCTION,PURI
13019,BAGH EXPRESS,HOWRAH JUNCTION,KATHGODAM
13020,BAGH EXPRESS,KATHGODAM,HOWRAH JUNCTION
12577,BAGMATI EXPRESS,DARBHANGA JUNCTION,MYSORE JUNCTION
12578,BAGMATI EXPRESS,MYSORE JUNCTION,DARBHANGA JUNCTION
74639,BAHL SINA,BANIHAL,SRINAGAR
19452,BANDRA TERMINUS EXPRESS,GANDHIDHAM BG,BANDRA TERMINUS
12785,BANGALORE EXPRESS,KACHEGUDA,BANGALORE CY JUNCTION
6029,BANGALORE EXPRESS,CHENNAI CENTRAL,BANGALORE CY JUNCTION
17236,BANGALORE EXPRESS,NAGERCOIL JUNCTION,BANGALORE CY JUNCTION
16228,BANGALORE EXPRESS,TALGUPPA,BANGALORE CY JUNCTION
16518,BANGALORE EXPRESS,KANNUR,BANGALORE CY JUNCTION
6314,BANGALORE EXPRESS,KOCHUVELI,BANGALORE CY JUNCTION
6516,BANGALORE EXPRESS,TIRUNELVELI,BANGALORE CY JUNCTION
16316,BANGALORE EXPRESS,KOCHUVELI,BANGALORE CY JUNCTION
16322,BANGALORE EXPRESS,TRIVANDRUM CNTL,BANGALORE CY JUNCTION
16538,BANGALORE EXPRESS,NAGERCOIL JUNCTION,BANGALORE CY JUNCTION
16525,BANGALORE EXPRESS,KANYAKUMARI,BANGALORE CY JUNCTION
6590,BANGALORE EXPRESS,HUBLI JUNCTION,BANGALORE CY JUNCTION
12609,BANGALORE EXPRESS,CHENNAI CENTRAL,BANGALORE CY JUNCTION
16524,BANGALORE EXPRESS,KARWAR,BANGALORE CY JUNCTION
12678,BANGALORE EXPRESS,ERANAKULAM JUNCTION,BANGALORE CY JUNCTION
12657,BANGALORE MAIL,CHENNAI CENTRAL,BANGALORE CY JUNCTION
56263,BANGALORE PASSENGER,MYSORE JUNCTION,BANGALORE CY JUNCTION
12683,BANGALORE SUPERFAST EXPRESS,ERANAKULAM JUNCTION,BANGALORE CY JUNCTION
22607,BANGALORE SUPERFAST EXPRESS,ERANAKULAM JUNCTION,BANGALORE CY JUNCTION
6514,BANGALORE SPECIAL,PATNA JUNCTION,BANGALORE CY JUNCTION
22694,BANGLORE RAJDHN,H NIZAMUDDIN,BANGALORE CY JUNCTION
12494,BANGLORE RAJDHN,H NIZAMUDDIN,BANGALORE CY JUNCTION
22692,BANGLORE RAJDHANI,H NIZAMUDDIN,BANGALORE CY JUNCTION
13241,BANKA RJPB EXPRESS,BANKA,RJNDR NGR BIHAR
15693,BARAK VALLEY EXPRESS,LUMDING JUNCTION,SILCHAR
14555,BAREILLY DLI EXPRESS,BAREILLY,DELHI
14313,BAREILLY EXPRESS,LOKMANYATILAK T,BAREILLY
14556,BAREILLY EXPRESS,DELHI,BAREILLY
14322,BAREILLY EXPRESS,BHUJ,BAREILLY
28624,BARKA RJPB EXPRESS,BARKA KANA,RJNDR NGR BIHAR
14888,BARMER KLK EXPRESS,BARMER,KALKA
14805,BARMER AC EXPRESS,YESVANTPUR JUNCTION,BARMER
17307,BASAVA EXPRESS,MYSORE JUNCTION,BAGALKOT
17308,BASAVA EXPRESS,BAGALKOT,MYSORE JUNCTION
51029,BB BJP FAST PASSENGER,MUMBAI CST,BIJAPUR
18404,BBN CKP INTERCITY EXPRESS,BARABIL,CHAKRADHARPUR
12021,BBN JANSHATABDI,HOWRAH JUNCTION,BARABIL
12022,BBN JANSHATABDI,BARABIL,HOWRAH JUNCTION
18415,BBN PURI EXPRESS,BARABIL,PURI
12831,BBS GARIB RATH,DHANBAD JUNCTION,BHUBANESWAR
12892,BBS BPO EXPRESS,BHUBANESWAR,BANGRIPOSI
18437,BBS BWIP LINK E,BHUBANESWAR,NILAJE
12830,BBS CHENNAI EXPRESS,BHUBANESWAR,CHENNAI CENTRAL
1020,BBS CSTM SPECIAL,BHUBANESWAR,MUMBAI CST
12281,BBS DURONTO EXPRESS,BHUBANESWAR,NEW DELHI
12282,BBS DURONTO EXPRESS,NEW DELHI,BHUBANESWAR
12894,BBS EXPRESS,BALANGIR,BHUBANESWAR
12074,BBS JAN SHATABD,BHUBANESWAR,HOWRAH JUNCTION
12073,BBS JAN SHATABD,HOWRAH JUNCTION,BHUBANESWAR
12880,BBS LTT SUPERFAST EXPRESS,BHUBANESWAR,LOKMANYATILAK T
22805,BBS NDLS SUPERFAST EXPRESS,BHUBANESWAR,NEW DELHI
12898,BBS PDY EXPRESS,BHUBANESWAR,PUDUCHERRY
8449,BBS PNBE SPECIAL,BHUBANESWAR,PATNA JUNCTION
22882,BBS PUNE EXPRESS,BHUBANESWAR,PUNE JUNCTION
12582,BBS PUNE EXPRESS,BHUBANESWAR,PUNE JUNCTION
22823,BBS RAJDHANI EXPRESS,BHUBANESWAR,NEW DELHI
22811,BBS RAJDHANI EXPRESS,BHUBANESWAR,NEW DELHI
18496,BBS RMM EXPRESS,BHUBANESWAR,RAMESWARAM
18106,BBS ROU INTERCITY EXPRESS,BHUBANESWAR,ROURKELA
8464,BBS ROU SPECIAL,BHUBANESWAR,CHAKRADHARPUR
22871,BBS TPTY EXPRESS,BHUBANESWAR,TIRUPATI
22879,BBS TPTY SUPERFAST EXPRESS,BHUBANESWAR,TIRUPATI
12845,BBS YPR SUPERFAST EXPRESS,BHUBANESWAR,YESVANTPUR JUNCTION
9017,BCT ADI AC SPECIAL,MUMBAI CENTRAL,AHMEDABAD JUNCTION
